vessel_type,dwt,engine_power_kw,speed_knots,distance_nm,cargo_load_pct,weather_beaufort,draft_meters,fuel_type,fuel_consumption_tons,co2_emissions_tons,sox_emissions_tons,nox_emissions_tons,operational_cost_usd
Bulk Carrier,59118.13,14251.95,11.13,10746.75,82.47,4,13.44,LNG,2315.99,6314.45,0.0,112.56,1181849.09
Tanker,118438.19,29326.66,16.41,3503.5,86.01,4,13.81,HFO,1142.82,3555.86,91.88,229.71,390501.09
Container,113877.97,46070.56,19.06,5217.87,69.27,5,13.98,VLSFO,2109.76,6279.9,43.25,389.25,1037999.87
Container,66264.14,55664.17,23.67,6739.53,32.46,8,11.65,Ammonia,1784.01,0.0,0.0,33.18,829563.16
Tanker,149563.97,16843.39,13.89,11373.7,77.93,2,13.54,Methanol,2275.92,3057.14,0.0,36.23,679363.5
Tanker,121593.96,43055.75,12.77,6847.31,76.0,1,13.23,Ammonia,3296.79,0.0,0.0,61.32,1533007.31
Container,53571.87,54939.01,19.66,3610.62,83.44,5,14.46,LNG,1749.49,4769.9,0.0,85.02,892762.43
Bulk Carrier,72204.03,18029.78,11.27,3543.57,33.95,2,11.3,Hydrogen,468.47,0.0,0.0,0.0,1967577.46
Tanker,107835.6,32196.0,13.88,5100.43,92.44,3,15.25,Methanol,2418.95,3249.26,0.0,38.51,722057.28
Container,120421.35,28658.17,14.52,3639.04,57.51,5,13.38,HFO,1130.76,3518.35,90.91,227.28,386381.62
Bulk Carrier,67056.26,22731.27,12.07,11436.0,71.64,5,13.77,VLSFO,3828.39,11395.59,78.48,706.34,1883568.69
Tanker,138593.08,42423.73,16.3,6805.16,69.59,5,14.1,VLSFO,3167.48,9428.33,64.93,584.4,1558402.41
Container,135169.14,28919.98,20.38,10986.24,80.86,5,13.86,Hydrogen,2666.37,0.0,0.0,0.0,11198755.39
Container,117914.43,41427.68,19.11,10992.04,96.75,3,14.27,HFO,4480.17,13939.97,360.21,900.51,1530875.48
Tanker,135358.99,39202.33,12.18,5131.39,32.77,3,11.1,Ammonia,1501.7,0.0,0.0,27.93,698290.73
Tanker,120173.11,18889.55,12.82,7283.76,56.42,5,12.86,VLSFO,1527.51,4546.8,31.31,281.83,751537.22
Tanker,117495.52,36207.77,16.08,7197.63,89.16,5,15.01,VLSFO,3312.17,9859.02,67.9,611.1,1629589.78
Bulk Carrier,80523.62,9021.98,15.82,5126.65,88.55,3,14.8,HFO,546.22,1699.55,43.92,109.79,186642.9
Bulk Carrier,42662.68,16017.37,15.19,5162.67,41.64,4,12.67,LNG,534.33,1456.83,0.0,25.97,272668.31
Tanker,188395.5,24991.5,12.22,4917.39,59.32,3,12.41,Methanol,1541.78,2070.99,0.0,24.55,460220.91
Container,61391.4,45475.05,22.38,3652.55,60.73,5,13.05,HFO,1159.83,3608.77,93.25,233.12,396312.38
Container,119745.13,46142.58,21.38,6658.48,43.47,3,12.04,LNG,1385.4,3777.25,0.0,67.33,706971.68
Container,83554.87,51929.28,18.11,3571.28,62.81,1,13.63,VLSFO,1312.08,3905.54,26.9,242.08,645544.33
Bulk Carrier,49061.19,14348.63,15.75,5018.31,52.66,5,12.45,Methanol,712.06,956.47,0.0,11.34,212549.44
Container,84278.4,38318.84,20.53,7199.89,34.31,2,11.87,Methanol,1350.52,1814.08,0.0,21.5,403129.22
Container,87491.88,57321.72,19.94,11410.01,68.08,4,12.86,Methanol,5759.83,7736.89,0.0,91.7,1719308.95
Bulk Carrier,63762.62,24237.17,11.11,4865.5,33.52,4,12.07,Ammonia,960.82,0.0,0.0,17.87,446781.96
Bulk Carrier,38613.92,24252.05,15.51,10550.86,56.28,4,12.19,Hydrogen,2251.9,0.0,0.0,0.0,9457960.9
Tanker,162225.66,36357.65,14.39,1433.37,68.89,5,13.19,LNG,548.56,1495.63,0.0,26.66,279930.17
Bulk Carrier,60126.17,24535.13,15.34,1496.4,60.08,3,12.79,VLSFO,347.09,1033.14,7.12,64.04,170766.93
Container,75721.44,25651.62,18.13,4916.44,81.51,7,14.37,Methanol,1678.44,2254.57,0.0,26.72,501014.92
Container,77341.46,49442.67,18.66,11214.47,36.28,3,11.75,LNG,2566.9,6998.54,0.0,124.75,1309887.91
Bulk Carrier,74757.54,24926.13,15.9,5208.76,90.96,5,14.71,Methanol,1932.22,2595.45,0.0,30.76,576767.75
Tanker,90304.83,30951.74,12.69,3589.8,46.15,7,12.03,VLSFO,1151.63,3427.93,23.61,212.48,566600.13
Bulk Carrier,51918.92,13423.05,12.14,5185.63,40.93,6,12.26,Hydrogen,645.75,0.0,0.0,0.0,2712144.73
Container,62635.18,38821.27,16.37,11252.04,71.9,4,13.42,Ammonia,4281.29,0.0,0.0,79.63,1990801.53
Tanker,195072.68,31822.63,12.52,1555.93,62.68,5,13.53,Ammonia,617.45,0.0,0.0,11.48,287116.11
Container,53866.76,32217.02,19.91,4919.42,62.6,5,13.53,Ammonia,1187.01,0.0,0.0,22.08,551961.04
Tanker,186202.39,29102.11,15.81,5012.2,42.08,5,12.49,Ammonia,1056.18,0.0,0.0,19.65,491125.84
Container,50171.36,24600.06,16.62,1533.84,95.14,2,15.16,Methanol,465.89,625.81,0.0,7.42,139069.33
Bulk Carrier,85769.35,21993.92,15.36,4833.26,95.24,5,14.6,Ammonia,1310.32,0.0,0.0,24.37,609296.48
Bulk Carrier,73072.23,8824.31,15.2,3442.72,97.74,2,14.61,LNG,346.52,944.78,0.0,16.84,176830.44
Container,130308.71,51276.58,21.68,5188.26,44.41,6,12.13,Ammonia,1452.31,0.0,0.0,27.01,675324.36
Tanker,95342.64,32136.42,13.86,4930.91,43.23,1,11.92,LNG,1025.29,2795.42,0.0,49.83,523206.04
Container,138005.38,57943.62,15.94,1537.57,61.55,5,13.39,Ammonia,787.81,0.0,0.0,14.65,366331.04
Container,109664.06,59354.98,17.88,11504.84,61.18,2,12.52,Ammonia,5278.53,0.0,0.0,98.18,2454516.39
Bulk Carrier,48749.32,9375.64,15.43,7290.42,63.25,5,13.12,Ammonia,677.97,0.0,0.0,12.61,315254.93
Tanker,170795.08,38952.09,13.4,4833.59,84.5,5,13.73,Ammonia,2475.18,0.0,0.0,46.04,1150956.55
Bulk Carrier,79440.98,15394.31,14.99,5141.87,35.12,1,12.01,Hydrogen,445.49,0.0,0.0,0.0,1871049.36
Tanker,182095.25,24052.63,15.41,4901.6,77.36,2,14.47,VLSFO,1155.54,3439.57,23.69,213.2,568523.82
Tanker,81302.34,35876.92,13.74,3437.51,95.59,4,14.07,Hydrogen,1750.9,0.0,0.0,0.0,7353768.01
Container,82445.14,46915.49,20.28,7188.63,93.41,7,14.06,Ammonia,3582.1,0.0,0.0,66.63,1665676.42
Container,89140.27,37056.7,15.03,6880.81,66.68,4,12.82,Methanol,2986.5,4011.62,0.0,47.55,891470.29
Tanker,181962.38,18224.95,15.77,11167.72,81.27,4,13.52,HFO,2155.63,6707.21,173.31,433.28,736579.8
Container,75555.06,35344.59,18.84,3359.85,51.32,7,12.55,LNG,920.83,2510.62,0.0,44.75,469901.75
Bulk Carrier,51539.52,19871.26,15.44,3665.36,32.73,4,11.26,HFO,427.25,1329.38,34.35,85.88,145991.38
Tanker,190782.05,44518.74,13.83,1485.29,50.7,3,12.71,Hydrogen,562.16,0.0,0.0,0.0,2361055.6
Tanker,136563.65,30956.48,14.45,7203.1,97.84,3,15.59,Hydrogen,2928.7,0.0,0.0,0.0,12300542.76
Bulk Carrier,96096.11,8844.23,13.72,6687.75,59.21,5,13.41,Hydrogen,651.21,0.0,0.0,0.0,2735081.95
Container,56396.79,42924.07,17.11,7258.28,72.81,3,13.12,HFO,2828.71,8801.48,227.43,568.57,966570.62
Container,128927.46,57512.15,15.98,3555.86,92.66,1,14.27,LNG,1850.18,5044.43,0.0,89.92,944145.11
Tanker,80631.37,43308.65,16.06,3413.1,55.14,3,12.78,Hydrogen,1149.76,0.0,0.0,0.0,4828999.72
Container,88869.46,37849.46,16.22,10615.66,46.72,3,12.62,VLSFO,3159.25,9403.82,64.76,582.88,1554350.42
Container,53356.25,48286.82,18.83,6742.76,83.81,5,14.6,Ammonia,3076.74,0.0,0.0,57.23,1430686.31
Tanker,126002.01,22960.03,13.31,3557.04,50.24,2,12.47,HFO,726.62,2260.85,58.42,146.05,248284.83
Tanker,196591.18,29508.38,14.66,1564.53,77.42,3,14.45,VLSFO,507.8,1511.52,10.41,93.69,249837.2
Bulk Carrier,59356.73,24754.25,11.02,10572.44,78.13,1,13.8,Ammonia,3258.46,0.0,0.0,60.61,1515182.59
Tanker,128125.5,36151.55,16.55,3601.9,75.28,3,13.18,Ammonia,1218.58,0.0,0.0,22.67,566639.91
Bulk Carrier,62242.83,13317.76,13.02,3481.19,97.14,2,14.14,Hydrogen,653.75,0.0,0.0,0.0,2745767.99
Tanker,104444.89,40725.88,15.09,3419.96,74.61,6,14.31,Methanol,1887.38,2535.22,0.0,30.05,563381.5
Tanker,120101.03,37148.18,16.17,11080.73,72.86,2,13.83,LNG,3264.51,8900.55,0.0,158.66,1665878.73
Tanker,184626.7,16728.37,15.81,6949.38,82.32,3,14.16,HFO,1295.24,4030.1,104.14,260.34,442581.83
Tanker,102979.79,29188.58,14.7,6972.57,51.54,4,12.93,HFO,1785.08,5554.25,143.52,358.8,609963.31
Bulk Carrier,39954.06,10326.41,15.11,10519.39,57.62,4,13.25,Methanol,1100.81,1478.67,0.0,17.52,328592.29
Bulk Carrier,80530.72,22395.21,14.73,6732.93,30.22,2,11.99,Hydrogen,844.75,0.0,0.0,0.0,3547968.49
Container,119078.22,39076.65,21.49,4905.5,50.13,5,12.78,HFO,1218.58,3791.6,97.97,244.94,416390.2
Container,104324.08,42303.38,14.41,4948.06,43.24,5,12.52,Ammonia,1782.45,0.0,0.0,33.15,828837.19
Container,123932.23,33512.95,17.04,11546.43,98.77,3,14.3,VLSFO,4370.61,13009.56,89.6,806.38,2150340.6
Tanker,132851.33,26616.53,14.23,1448.77,48.66,1,11.99,Ammonia,279.06,0.0,0.0,5.19,129762.91
Tanker,157114.47,40458.31,16.13,1542.82,83.74,4,13.68,LNG,646.37,1762.3,0.0,31.41,329842.58
Tanker,99468.65,30336.37,15.76,6725.81,63.17,8,13.26,Methanol,2795.7,3755.33,0.0,44.51,834517.17
Container,71348.28,46703.07,19.99,5133.2,74.51,1,13.09,LNG,1585.01,4321.47,0.0,77.03,808831.5
Tanker,127034.52,24115.6,12.09,5011.35,56.41,4,12.22,Hydrogen,1240.13,0.0,0.0,0.0,5208526.15
Tanker,84152.15,18289.86,13.21,4891.22,63.3,7,13.69,VLSFO,1310.64,3901.24,26.87,241.81,644832.5
Container,122763.12,57061.1,20.7,6760.03,55.86,4,12.49,LNG,2262.78,6169.38,0.0,109.97,1154697.56
Container,106052.05,41748.21,16.91,1459.48,57.65,5,12.91,VLSFO,576.1,1714.81,11.81,106.29,283440.48
Tanker,100190.76,27217.03,16.38,10957.92,44.85,5,12.42,HFO,2385.07,7421.11,191.76,479.4,814980.04
Tanker,80110.06,18432.84,13.15,3347.48,69.14,4,13.98,VLSFO,746.05,2220.69,15.29,137.65,367056.72
Container,58493.58,53520.19,20.4,1460.15,90.78,4,14.42,LNG,677.5,1847.17,0.0,32.93,345727.52
Container,99993.69,52556.66,21.53,10640.4,74.03,2,13.32,Ammonia,3829.21,0.0,0.0,71.22,1780584.78
Tanker,178982.61,29817.22,13.28,3454.98,52.54,2,12.73,LNG,820.48,2237.01,0.0,39.88,418691.82
Bulk Carrier,96195.12,10974.86,12.9,4886.94,47.5,5,12.0,HFO,584.89,1819.88,47.03,117.56,199857.16
Bulk Carrier,44485.19,21052.37,15.49,3467.58,91.11,3,13.9,Ammonia,848.26,0.0,0.0,15.78,394443.13
Container,84664.04,35191.7,17.32,6673.75,54.73,6,12.64,Ammonia,1849.43,0.0,0.0,34.4,859982.93
Tanker,164900.81,37786.76,14.88,1570.35,92.45,5,15.23,VLSFO,803.88,2392.83,16.48,148.32,395509.08
Bulk Carrier,75663.44,20321.47,12.24,11268.99,73.38,3,13.05,HFO,2963.4,9220.56,238.26,595.64,1012593.45
Container,84040.23,48579.64,22.56,1546.04,37.26,5,12.42,LNG,325.88,888.49,0.0,15.84,166294.54
Tanker,133339.91,30043.23,13.26,10788.87,75.5,2,14.46,LNG,3530.99,9627.1,0.0,171.61,1801863.97
Bulk Carrier,99978.55,24283.6,15.89,10806.69,83.9,4,14.63,LNG,2876.92,7843.81,0.0,139.82,1468093.11
Tanker,124104.47,39436.1,13.19,1454.86,38.5,4,12.12,Hydrogen,464.24,0.0,0.0,0.0,1949806.32
Container,94721.9,49367.36,19.48,10464.29,59.62,4,12.79,Methanol,4288.7,5760.79,0.0,68.28,1280176.1
Tanker,84622.98,24513.61,15.31,1442.19,90.86,4,15.21,Ammonia,411.58,0.0,0.0,7.66,191386.9
Tanker,176274.29,21601.8,12.35,11270.86,87.94,2,14.17,HFO,3185.82,9912.62,256.14,640.35,1088594.91
Tanker,147009.19,21157.79,15.24,10720.85,45.28,1,11.92,Ammonia,1409.43,0.0,0.0,26.22,655386.64
Bulk Carrier,50076.23,23701.54,11.13,10762.66,95.32,4,14.38,VLSFO,4831.54,14381.55,99.05,891.42,2377115.62
Bulk Carrier,61291.43,17269.15,11.89,3481.73,82.65,4,13.76,LNG,769.88,2099.06,0.0,37.42,392872.16
Container,132367.3,45813.0,22.03,11389.08,62.05,1,13.37,LNG,2755.06,7511.55,0.0,133.9,1405905.15
Bulk Carrier,55571.77,13360.87,15.85,4892.73,65.12,2,13.85,VLSFO,545.78,1624.57,11.19,100.7,268523.66
Container,55460.44,46847.75,14.55,3557.85,91.43,4,14.99,Methanol,2598.28,3490.14,0.0,41.36,775587.41
Tanker,95478.72,19239.91,14.61,10561.64,98.75,4,14.49,Methanol,3086.03,4145.32,0.0,49.13,921181.23
Container,104479.27,35509.73,21.9,1435.8,84.32,4,13.55,VLSFO,439.45,1308.06,9.01,81.08,216208.1
Container,64999.14,46699.37,15.09,3627.29,82.28,4,14.36,Ammonia,2018.08,0.0,0.0,37.54,938406.08
Bulk Carrier,78119.21,18439.25,14.57,3373.83,53.31,2,12.45,Hydrogen,501.78,0.0,0.0,0.0,2107465.47
Bulk Carrier,49936.58,21377.58,13.12,11352.79,81.43,5,14.46,VLSFO,3413.15,10159.57,69.97,629.73,1679267.78
Bulk Carrier,54416.53,20187.24,13.88,4824.84,78.64,2,13.56,Hydrogen,1055.63,0.0,0.0,0.0,4433642.88
Bulk Carrier,85940.08,24004.95,13.8,7230.73,59.19,5,13.22,VLSFO,1753.44,5219.3,35.95,323.51,862693.42
Bulk Carrier,47111.27,24464.23,11.76,10967.0,35.24,4,11.64,Methanol,2465.28,3311.48,0.0,39.25,735885.05
Tanker,175829.62,25701.96,15.2,5081.01,37.15,6,11.7,Ammonia,896.29,0.0,0.0,16.67,416776.12
Container,112362.46,21936.5,18.58,1571.7,56.09,4,12.61,HFO,252.11,784.43,20.27,50.67,86145.63
Container,81570.87,21687.46,17.03,1485.75,67.65,4,13.91,LNG,277.77,757.33,0.0,13.5,141745.76
Tanker,139501.14,40923.21,15.19,7348.68,83.6,4,14.78,Ammonia,3309.12,0.0,0.0,61.55,1538738.49
Tanker,114651.6,28717.58,16.48,4844.55,41.85,5,12.41,HFO,1014.61,3156.95,81.57,203.94,346693.59
Bulk Carrier,77559.64,11516.89,11.93,3432.64,68.12,3,12.85,HFO,484.97,1508.96,38.99,97.48,165712.56
Bulk Carrier,32003.81,13828.44,14.97,7224.19,54.19,5,12.94,Methanol,991.42,1331.72,0.0,15.78,295938.78
Tanker,171958.75,15612.56,16.38,4869.58,41.09,2,12.59,Hydrogen,416.45,0.0,0.0,0.0,1749096.98
Tanker,160473.42,22514.04,15.94,1483.91,84.96,5,14.19,Methanol,468.02,628.67,0.0,7.45,139705.25
Bulk Carrier,85014.24,11748.23,12.53,1497.48,46.03,4,12.13,Methanol,193.38,259.76,0.0,3.08,57724.32
Bulk Carrier,86008.95,8163.05,13.21,7041.65,53.0,5,12.8,Hydrogen,577.23,0.0,0.0,0.0,2424376.07
Bulk Carrier,47038.41,13111.14,14.18,1537.78,54.71,6,13.36,Methanol,241.8,324.8,0.0,3.85,72178.21
Bulk Carrier,84142.04,18738.61,12.16,3652.34,30.69,4,11.87,Ammonia,532.76,0.0,0.0,9.91,247733.82
Bulk Carrier,59231.4,20183.99,15.87,3653.78,60.27,4,13.32,LNG,588.63,1604.87,0.0,28.61,300377.27
Bulk Carrier,58320.57,8600.41,12.12,7215.15,45.18,1,11.94,Hydrogen,467.38,0.0,0.0,0.0,1963010.05
Tanker,168791.97,41055.78,16.22,5111.69,56.77,3,12.63,VLSFO,1798.88,5354.56,36.88,331.89,885051.36
Container,50659.16,24216.05,21.94,5199.59,37.53,4,11.48,Ammonia,556.93,0.0,0.0,10.36,258973.5
Container,54224.12,48161.21,14.89,3380.09,80.0,4,14.49,Hydrogen,1894.77,0.0,0.0,0.0,7958021.2
Tanker,162280.1,25110.93,16.81,6725.55,34.19,1,11.74,LNG,784.6,2139.17,0.0,38.13,400379.69
Tanker,186921.6,23749.74,12.02,11080.62,87.6,5,13.84,Hydrogen,4095.97,0.0,0.0,0.0,17203076.47
Tanker,94043.98,21436.01,14.81,10836.05,51.93,4,12.57,LNG,1757.32,4791.28,0.0,85.41,896762.73
Tanker,85878.49,19240.86,12.85,3582.47,97.33,3,14.76,Methanol,1244.4,1671.54,0.0,19.81,371452.88
Tanker,194325.06,22558.27,13.47,3642.04,34.9,6,12.14,LNG,579.22,1579.22,0.0,28.15,295576.63
Tanker,167465.05,36263.52,14.3,7263.96,55.47,4,12.15,VLSFO,2569.77,7649.19,52.68,474.12,1264328.12
Container,82005.26,41261.18,19.5,6757.73,60.83,3,13.17,Methanol,2326.98,3125.71,0.0,37.05,694602.15
Container,149661.91,24958.94,15.77,5185.77,99.85,4,15.72,LNG,1625.92,4432.99,0.0,79.02,829704.7
Tanker,120408.53,38832.81,15.4,7051.3,71.95,3,14.23,LNG,2521.28,6874.17,0.0,122.53,1286608.61
Tanker,85306.37,25593.17,16.9,1460.47,33.37,4,11.49,Hydrogen,197.09,0.0,0.0,0.0,827787.4
Container,110458.26,41231.55,17.63,6909.04,55.31,4,13.37,Hydrogen,1999.33,0.0,0.0,0.0,8397198.34
Bulk Carrier,95405.26,24757.72,14.57,3477.11,66.48,3,13.27,Methanol,1010.61,1357.51,0.0,16.09,301667.89
Bulk Carrier,67713.87,14547.94,14.61,5194.63,42.73,2,12.25,HFO,536.53,1669.41,43.14,107.84,183333.44
Container,99991.91,40320.06,14.54,3527.0,69.45,4,13.67,Ammonia,1550.12,0.0,0.0,28.83,720806.12
Container,128318.7,50706.84,15.72,11453.7,99.75,5,15.09,Methanol,8908.65,11966.54,0.0,141.83,2659230.8
Container,68256.43,58127.65,21.68,3471.29,35.21,3,11.57,HFO,890.49,2770.73,71.6,178.99,304279.2
Container,134401.2,44477.51,20.17,1509.6,95.7,2,15.07,HFO,604.29,1880.23,48.58,121.46,206484.67
Container,52183.26,46058.8,16.69,1434.92,52.06,3,12.92,Methanol,508.07,682.46,0.0,8.09,151658.59
Tanker,80089.97,31977.5,16.27,3572.17,77.07,5,13.82,Methanol,1418.19,1904.99,0.0,22.58,423330.47
Bulk Carrier,67616.72,10426.77,15.36,1430.38,97.94,3,15.06,LNG,183.3,499.76,0.0,8.91,93537.72
Bulk Carrier,35157.73,20002.67,14.12,11142.37,56.19,1,13.2,HFO,1871.95,5824.54,150.5,376.26,639645.39
Bulk Carrier,99567.78,24846.53,13.11,1541.05,55.7,4,12.33,VLSFO,420.94,1252.97,8.63,77.66,207101.9
Tanker,167553.44,17967.44,14.98,3391.29,49.05,4,11.95,Methanol,598.87,804.44,0.0,9.53,178763.35
Tanker,184047.91,40761.98,13.1,3475.43,30.65,4,11.98,HFO,1029.83,3204.3,82.8,207.0,351893.63
Bulk Carrier,72884.88,11061.16,15.83,1549.45,77.17,4,14.06,Hydrogen,189.27,0.0,0.0,0.0,794919.88
Bulk Carrier,40340.5,22611.61,14.31,11104.33,97.19,4,15.0,VLSFO,3497.71,10411.27,71.7,645.33,1720871.33
Container,127058.63,56769.25,19.98,4925.36,93.82,2,14.33,LNG,2260.16,6162.22,0.0,109.84,1153357.17
Bulk Carrier,55352.61,11718.36,13.33,1487.89,72.57,4,14.02,HFO,212.62,661.57,17.09,42.74,72652.67
Bulk Carrier,73643.3,20568.56,14.44,7133.0,53.28,3,12.72,VLSFO,1319.9,3928.82,27.06,243.52,649390.94
Container,54604.11,25938.06,20.03,6695.14,84.18,7,13.91,LNG,1684.66,4593.16,0.0,81.87,859682.41
Container,140783.64,32698.84,20.53,1426.41,47.9,6,12.06,Ammonia,292.06,0.0,0.0,5.43,135806.33
Container,76801.93,22486.12,23.17,3633.25,66.39,3,12.83,Ammonia,498.9,0.0,0.0,9.28,231990.25
Tanker,91781.51,34790.8,13.65,3440.95,44.83,4,12.27,Ammonia,1025.9,0.0,0.0,19.08,477045.27
Container,143430.87,29491.27,21.26,10817.1,92.04,4,14.5,LNG,2707.9,7382.98,0.0,131.6,1381840.73
Tanker,178917.25,16097.27,15.45,4989.89,86.82,3,13.71,HFO,919.08,2859.69,73.89,184.73,314048.56
Bulk Carrier,48634.95,9772.61,11.4,1454.68,55.98,2,12.71,LNG,143.49,391.22,0.0,6.97,73222.96
Bulk Carrier,33788.65,18121.52,13.41,10903.04,36.04,3,12.34,LNG,1230.95,3356.14,0.0,59.82,628154.41
Container,80550.19,28481.77,18.13,1495.13,44.28,3,12.6,Methanol,299.43,402.21,0.0,4.77,89380.48
Bulk Carrier,49713.73,14709.7,12.21,6865.07,99.94,5,15.17,Methanol,1979.1,2658.42,0.0,31.51,590761.11
Tanker,84016.4,18741.71,12.91,1449.86,70.61,4,13.4,Ammonia,306.8,0.0,0.0,5.71,142663.24
Tanker,100874.86,25173.07,13.64,3477.38,99.85,4,14.54,VLSFO,1377.77,4101.08,28.24,254.2,677864.53
Bulk Carrier,36254.38,15770.6,15.75,7281.99,64.12,5,13.71,Methanol,1262.79,1696.24,0.0,20.1,376942.88
Bulk Carrier,85222.02,8210.92,15.01,7151.16,74.35,4,14.27,LNG,550.97,1502.2,0.0,26.78,281160.2
Container,86248.61,48564.13,20.94,5082.3,52.79,2,12.62,VLSFO,1529.26,4551.99,31.35,282.15,752395.82
Container,75241.46,45943.12,20.46,7004.52,69.89,4,13.1,Methanol,2865.19,3848.67,0.0,45.61,855259.81
Tanker,111003.51,26019.96,16.74,3516.47,77.08,2,14.01,HFO,842.56,2621.61,67.74,169.35,287903.3
Container,118356.64,22504.7,18.85,1440.25,91.51,4,13.97,HFO,330.1,1027.09,26.54,66.35,112794.29
Container,125781.47,50447.25,18.23,4967.29,59.08,5,12.83,Ammonia,2034.73,0.0,0.0,37.85,946151.67
Container,121489.12,23522.52,21.96,7181.67,46.62,4,12.76,Methanol,1052.28,1413.47,0.0,16.75,314105.15
Container,82025.94,38072.66,21.05,4772.56,58.49,3,12.39,Hydrogen,1066.71,0.0,0.0,0.0,4480177.22
Bulk Carrier,44722.71,18068.35,11.77,11085.81,41.29,4,12.66,Hydrogen,1853.12,0.0,0.0,0.0,7783115.92
Container,85776.03,35934.37,16.13,1431.09,82.52,3,13.49,Hydrogen,536.75,0.0,0.0,0.0,2254334.86
Container,111928.63,45889.18,14.1,11366.39,85.02,4,14.19,HFO,6582.12,20480.13,529.2,1323.01,2249109.83
Container,123718.02,59510.41,18.28,11506.96,95.37,4,14.29,HFO,7345.26,22854.64,590.56,1476.4,2509876.28
Tanker,171444.53,25500.32,14.29,7190.07,85.1,4,14.61,Methanol,2530.65,3399.3,0.0,40.29,755399.84
Container,71658.77,31748.13,23.78,6896.91,99.68,5,15.42,Ammonia,1973.02,0.0,0.0,36.7,917455.81
Container,110060.02,35232.91,17.56,10587.93,62.18,4,13.64,Hydrogen,2993.95,0.0,0.0,0.0,12574587.07
Bulk Carrier,96317.3,14762.76,11.72,1542.86,67.24,4,13.69,VLSFO,295.99,881.04,6.07,54.61,145625.92
Bulk Carrier,53654.89,9166.45,13.47,11055.14,45.4,4,12.02,HFO,845.9,2631.99,68.01,170.03,289043.09
Tanker,135121.05,29489.54,13.57,6759.85,75.11,4,14.38,Methanol,2710.11,3640.36,0.0,43.15,808969.07
Tanker,110338.06,37743.08,16.18,3470.84,30.85,1,11.92,VLSFO,663.31,1974.41,13.6,122.38,326348.57
Bulk Carrier,33785.3,11870.86,12.98,11204.34,75.11,3,13.48,VLSFO,1814.16,5400.04,37.19,334.71,892567.99
Tanker,129931.48,16335.96,15.48,1531.45,87.94,3,14.35,Methanol,322.86,433.69,0.0,5.14,96374.71
Container,94047.62,55744.39,23.72,11314.55,65.66,3,12.69,Methanol,4203.57,5646.45,0.0,66.92,1254765.58
Tanker,166267.84,32070.59,15.01,11171.25,48.75,2,12.95,LNG,2387.96,6510.69,0.0,116.06,1218577.72
Bulk Carrier,38441.46,24303.37,13.16,1487.66,60.74,3,13.22,Methanol,420.05,564.23,0.0,6.69,125384.71
Tanker,158994.83,31969.21,12.77,6683.53,34.87,6,11.4,Hydrogen,1724.6,0.0,0.0,0.0,7243316.97
Container,105513.3,48494.93,18.54,3462.61,63.35,4,12.75,VLSFO,1359.66,4047.16,27.87,250.86,668951.41
Bulk Carrier,96789.4,10689.13,14.82,7286.7,87.53,6,14.26,HFO,1110.38,3454.93,89.27,223.19,379417.66
Bulk Carrier,60278.09,13737.92,14.46,3600.6,39.72,3,11.45,LNG,328.96,896.9,0.0,15.99,167869.01
Bulk Carrier,36158.01,16270.55,13.48,1567.81,54.12,4,12.83,Hydrogen,249.04,0.0,0.0,0.0,1045962.06
Tanker,169953.41,19788.96,14.96,5151.38,52.48,3,12.63,LNG,829.16,2260.68,0.0,40.3,423122.14
Bulk Carrier,54410.21,15560.26,12.63,4896.17,47.65,4,11.8,Ammonia,705.51,0.0,0.0,13.12,328060.68
Container,88812.68,20719.14,17.39,11480.97,99.87,1,14.32,LNG,2184.28,5955.35,0.0,106.16,1114638.25
Container,140314.14,38580.33,15.45,1508.34,52.98,2,12.23,Hydrogen,440.4,0.0,0.0,0.0,1849693.15
Tanker,160276.52,35785.8,12.09,7140.91,65.77,4,13.85,Methanol,3849.62,5171.0,0.0,61.29,1149111.74
Container,72953.28,27884.95,14.47,10778.49,79.64,5,14.21,LNG,3557.59,9699.61,0.0,172.9,1815435.74
Tanker,189659.0,29632.3,15.88,4881.84,80.84,5,14.73,LNG,1657.39,4518.8,0.0,80.55,845765.45
Tanker,111060.97,15823.38,14.01,10645.16,71.77,2,13.73,HFO,1876.16,5837.63,150.84,377.11,641083.02
Container,130027.18,58964.14,18.1,7285.32,85.79,2,14.6,HFO,3844.85,11963.16,309.13,772.81,1313783.81
Tanker,154127.02,20592.67,15.68,11115.04,94.7,4,14.04,VLSFO,3122.1,9293.23,64.0,576.03,1536071.37
Container,132918.18,54763.09,15.75,5002.15,47.03,1,12.79,HFO,1829.0,5690.91,147.05,367.63,624970.96
Tanker,90852.74,35528.99,13.37,11283.28,75.34,3,13.98,Methanol,5488.7,7372.7,0.0,87.38,1638377.71
Tanker,112111.48,17597.48,13.32,4884.21,42.74,3,12.16,Ammonia,716.52,0.0,0.0,13.33,333182.92
Container,71446.88,40406.81,22.54,11385.34,63.36,3,13.41,LNG,2611.54,7120.25,0.0,126.92,1332667.69
Container,122649.26,39432.61,14.75,11399.9,73.32,5,13.83,Ammonia,5386.26,0.0,0.0,100.18,2504608.92
Container,57793.61,42173.86,23.36,6944.91,83.24,3,13.92,Ammonia,2138.62,0.0,0.0,39.78,994458.65
Bulk Carrier,61631.53,16060.55,13.9,4847.12,44.45,7,11.83,VLSFO,782.04,2327.82,16.03,144.29,384763.94
